EpochIndex,EpochT,PrnSatellitesIndex,Pseudorange,Snr,SatPosX,SatPosY,SatPosZ,SatSystem,rec_bias,GT_x,GT_y,GT_z,cov
61,1567043289.08141,7,19940330.0823914,35,-1562507.59511828,10827851.796265,18428777.225065,1,-0.00348617290156416,-2704510.22314433,-4260165.1625883,3887898.18799646,0.696894379204
61,1567043289.08141,8,20106524.4343311,36,-9784735.17526027,4380721.61691647,21848934.7301126,1,-0.00348617290156416,-2704510.22314433,-4260165.1625883,3887898.18799646,0.744296151076
61,1567043289.08141,21,19524339.9985526,27,-17314049.942532,10159219.4727039,5209580.12790764,1,-0.00348617290156416,-2704510.22314433,-4260165.1625883,3887898.18799646,0.723329838144
61,1567043289.08141,27,22278555.9926294,29,-15324294.0314389,-7898106.73518921,23162289.7317337,1,-0.00348617290156416,-2704510.22314433,-4260165.1625883,3887898.18799646,1.5477350464
61,1567043289.08141,30,22762920.1753506,13,10123554.7734362,2312961.62058857,22836507.4416263,1,-0.00348617290156416,-2704510.22314433,-4260165.1625883,3887898.18799646,-1
61,1567043289.08141,112,35817567.1118349,34,-15148239.9385059,13039212.574027,33966891.6206738,4,-0.00348617290156416,-2704510.22314433,-4260165.1625883,3887898.18799646,0.715375948401
61,1567043289.08141,115,36286259.6085761,35,1906829.87315897,18369315.4630865,33218339.9735745,4,-0.00348617290156416,-2704510.22314433,-4260165.1625883,3887898.18799646,0.775708232049
61,1567043289.08141,132,20800320.153741,37,-12389872.3468661,9119885.45909826,18184475.8272928,4,-0.00348617290156416,-2704510.22314433,-4260165.1625883,3887898.18799646,0.647210596036
61,1567043289.08141,133,24400880.936177,31,-16099634.8140387,-11043345.0131401,24431987.3949254,4,-0.00348617290156416,-2704510.22314433,-4260165.1625883,3887898.18799646,2.0535176601
62,1567043290.07557,7,19940091.2455201,35,-1564017.29244008,10829343.4160253,18426778.6651436,1,-0.00348562694279207,-2704511.69784871,-4260161.38532437,3887901.2781151,0.696620591044
62,1567043290.07557,8,20107063.0387711,33,-9785804.74533004,4378358.67791666,21850097.7478723,1,-0.00348562694279207,-2704511.69784871,-4260161.38532437,3887901.2781151,0.744137417956
62,1567043290.07557,21,19524381.3521834,28,-17314092.0735678,10158715.3151562,5212734.81364097,1,-0.00348562694279207,-2704511.69784871,-4260161.38532437,3887901.2781151,0.723047503684
62,1567043290.07557,27,22279301.5578676,19,-15325272.4695564,-7900712.02848631,23161863.4747332,1,-0.00348562694279207,-2704511.69784871,-4260161.38532437,3887901.2781151,1.5478345744
62,1567043290.07557,30,22762442.9313542,13,10121759.593972,2314995.49140846,22836222.8157136,1,-0.00348562694279207,-2704511.69784871,-4260161.38532437,3887901.2781151,-1
62,1567043290.07557,112,35817686.1115187,32,-15149331.1686782,13038990.2231205,33966522.9577691,4,-0.00348562694279207,-2704511.69784871,-4260161.38532437,3887901.2781151,0.715150983556
62,1567043290.07557,115,36286401.7867109,33,1905921.06477426,18368656.7555758,33218970.4065364,4,-0.00348562694279207,-2704511.69784871,-4260161.38532437,3887901.2781151,0.775481016996
62,1567043290.07557,132,20800715.37249,37,-12389894.5977201,9117975.95052336,18186611.4997951,4,-0.00348562694279207,-2704511.69784871,-4260161.38532437,3887901.2781151,0.647015923129
62,1567043290.07557,133,24401615.1922528,23,-16099553.5843193,-11045960.9723828,24431886.0740896,4,-0.00348562694279207,-2704511.69784871,-4260161.38532437,3887901.2781151,2.0538329344
63,1567043291.0366,1,20525164.798404,27,-13560089.0415703,12444015.353526,-4381995.2165933,1,-0.00348510586712508,-2704512.76769663,-4260158.29266833,3887903.78960902,0.9895673529
63,1567043291.0366,7,19939852.5541971,34,-1565526.43031876,10830834.0078478,18424779.6224274,1,-0.00348510586712508,-2704512.76769663,-4260158.29266833,3887903.78960902,0.696350194576
63,1567043291.0366,8,20107599.825584,32,-9786874.1852271,4375994.74505925,21851260.2046947,1,-0.00348510586712508,-2704512.76769663,-4260158.29266833,3887903.78960902,0.743982151936
63,1567043291.0366,27,22280044.9497269,20,-15326250.7217817,-7903318.13120703,23161436.6261248,1,-0.00348510586712508,-2704512.76769663,-4260158.29266833,3887903.78960902,1.5479341056
63,1567043291.0366,30,22761962.6840644,14,10119964.8676735,2317028.51052415,22835937.6131634,1,-0.00348510586712508,-2704512.76769663,-4260158.29266833,3887903.78960902,-1
63,1567043291.0366,106,36223013.335978,28,-34627951.0822356,14846656.4042861,1716074.26360713,4,-0.00348510586712508,-2704512.76769663,-4260158.29266833,3887903.78960902,0.927590503225
63,1567043291.0366,108,35340198.8451739,29,-15019991.5528081,29828879.9159294,704278.067021071,4,-0.00348510586712508,-2704512.76769663,-4260158.29266833,3887903.78960902,0.730404401769
63,1567043291.0366,112,35817806.5126968,33,-15150422.110449,13038767.1089039,33966153.999762,4,-0.00348510586712508,-2704512.76769663,-4260158.29266833,3887903.78960902,0.714927745156
63,1567043291.0366,115,36286543.0631159,36,1905012.482189,18367997.2592105,33219600.5491765,4,-0.00348510586712508,-2704512.76769663,-4260158.29266833,3887903.78960902,0.775259118144
63,1567043291.0366,132,20801107.6870082,37,-12389916.6472954,9116065.27629085,18188746.740997,4,-0.00348510586712508,-2704512.76769663,-4260158.29266833,3887903.78960902,0.646824496516
63,1567043291.0366,133,24402343.8219145,31,-16099472.2085134,-11048577.8490505,24431784.2080478,4,-0.00348510586712508,-2704512.76769663,-4260158.29266833,3887903.78960902,2.0541195684
64,1567043292.07498,1,20524756.5974098,26,-13560719.178809,12444426.4920984,-4378859.18884954,1,-0.0034843576158158,-2704513.47558121,-4260155.75134833,3887905.93915623,0.9891495936
64,1567043292.07498,7,19939614.5208725,34,-1567035.03182711,10832323.7174258,18422780.303013,1,-0.0034843576158158,-2704513.47558121,-4260155.75134833,3887905.93915623,0.696084856489
64,1567043292.07498,8,20108132.2684568,31,-9787943.51803818,4373629.96414789,21852422.3066191,1,-0.0034843576158158,-2704513.47558121,-4260155.75134833,3887905.93915623,0.743830351936
64,1567043292.07498,21,19524454.0436219,33,-17314174.7772293,10157703.4191334,5219043.77554599,1,-0.0034843576158158,-2704513.47558121,-4260155.75134833,3887905.93915623,0.722488100049
64,1567043292.07498,27,22280784.9063693,23,-15327228.8111718,-7905924.89754391,23161009.3919707,1,-0.0034843576158158,-2704513.47558121,-4260155.75134833,3887905.93915623,1.5480585241
64,1567043292.07498,30,22761464.9170533,19,10118170.5714079,2319060.82373938,22835652.0400201,1,-0.0034843576158158,-2704513.47558121,-4260155.75134833,3887905.93915623,1.6974181225
64,1567043292.07498,106,36223170.8657545,28,-34627949.2834533,14846660.3669968,1716077.90954626,4,-0.0034843576158158,-2704513.47558121,-4260155.75134833,3887905.93915623,0.927353592064
64,1567043292.07498,108,35340350.341997,28,-15019994.6149113,29828880.4735899,704345.945949579,4,-0.0034843576158158,-2704513.47558121,-4260155.75134833,3887905.93915623,0.730177086016
64,1567043292.07498,112,35817928.7144574,31,-15151512.7868777,13038543.3771386,33965784.9527079,4,-0.0034843576158158,-2704513.47558121,-4260155.75134833,3887905.93915623,0.714709614025
64,1567043292.07498,115,36286683.8568039,34,1904104.10233982,18367337.1197618,33220230.607544,4,-0.0034843576158158,-2704513.47558121,-4260155.75134833,3887905.93915623,0.775042533225
64,1567043292.07498,121,36883907.2427819,33,-8412847.22509119,28117691.7367751,-15024113.2421039,4,-0.0034843576158158,-2704513.47558121,-4260155.75134833,3887905.93915623,1.2275088849
64,1567043292.07498,132,20801503.3269445,39,-12389938.5187109,9114153.58223958,18190881.7568686,4,-0.0034843576158158,-2704513.47558121,-4260155.75134833,3887905.93915623,0.646634706496
64,1567043292.07498,133,24403074.4634934,25,-16099390.7097072,-11051195.4972607,24431682.0028578,4,-0.0034843576158158,-2704513.47558121,-4260155.75134833,3887905.93915623,2.0544348889
65,1567043293.0656,1,20524345.1062915,26,-13561348.751144,12444836.4950139,-4375723.13118696,1,-0.00348387814311282,-2704513.836507,-4260153.89600507,3887907.63950277,0.9887319225
65,1567043293.0656,7,19939377.1987262,33,-1568543.10684337,10833812.454569,18420780.5284299,1,-0.00348387814311282,-2704513.836507,-4260153.89600507,3887907.63950277,0.695819568964
65,1567043293.0656,8,20108675.3241061,30,-9789012.75359089,4371264.24523933,21853583.8750524,1,-0.00348387814311282,-2704513.836507,-4260153.89600507,3887907.63950277,0.743680292161
65,1567043293.0656,21,19524488.261285,28,-17314215.3829255,10157195.7362571,5222198.07909394,1,-0.00348387814311282,-2704513.836507,-4260153.89600507,3887907.63950277,0.7222110289
65,1567043293.0656,27,22281521.7046283,25,-15328206.7475816,-7908532.41755956,23160581.5937712,1,-0.00348387814311282,-2704513.836507,-4260153.89600507,3887907.63950277,1.5481580625
65,1567043293.0656,30,22760971.1673952,21,10116376.6954556,2321092.34072683,22835365.9177982,1,-0.00348387814311282,-2704513.836507,-4260153.89600507,3887907.63950277,1.6967407081
65,1567043293.0656,106,36223328.0594036,28,-34627947.1953621,14846663.4615471,1716081.45755558,4,-0.00348387814311282,-2704513.836507,-4260153.89600507,3887907.63950277,0.927122488384
65,1567043293.0656,108,35340496.0003731,28,-15019997.3878548,29828880.1633057,704413.732332631,4,-0.00348387814311282,-2704513.836507,-4260153.89600507,3887907.63950277,0.7299480969
65,1567043293.0656,112,35818046.3537195,32,-15152603.2078513,13038318.9376962,33965415.6380894,4,-0.00348387814311282,-2704513.836507,-4260153.89600507,3887907.63950277,0.714491516176
65,1567043293.0656,113,37129229.1166946,27,-26044892.9266303,20263796.4114698,-13748352.6637249,4,-0.00348387814311282,-2704513.836507,-4260153.89600507,3887907.63950277,1.2240545769
65,1567043293.0656,115,36286825.240848,34,1903195.91536214,18366676.2471177,33220860.4031217,4,-0.00348387814311282,-2704513.836507,-4260153.89600507,3887907.63950277,0.774824218081
65,1567043293.0656,121,36884373.8789179,32,-8411774.4103237,28116952.0670644,-15026329.6517602,4,-0.00348387814311282,-2704513.836507,-4260153.89600507,3887907.63950277,1.2273980944
65,1567043293.0656,132,20801898.1470706,39,-12389960.2218894,9112240.77825763,18193016.3688883,4,-0.00348387814311282,-2704513.836507,-4260153.89600507,3887907.63950277,0.6464481604
65,1567043293.0656,133,24403810.6435521,31,-16099309.0977896,-11053814.0070497,24431579.2800115,4,-0.00348387814311282,-2704513.836507,-4260153.89600507,3887907.63950277,2.0547502336
66,1567043294.07989,1,20523939.5607453,26,-13561977.7764197,12445246.5289236,-4372586.44685008,1,-0.00348339049020496,-2704513.91455504,-4260151.72318883,3887909.79397184,0.9883143396
66,1567043294.07989,4,22715005.2717412,22,-3736936.51435388,12124018.3562814,-13287597.5691306,1,-0.00348339049020496,-2704513.91455504,-4260151.72318883,3887909.79397184,2.3817440241
66,1567043294.07989,7,19939139.9560599,33,-1570050.67319839,10835301.3859322,18418780.8956323,1,-0.00348339049020496,-2704513.91455504,-4260151.72318883,3887909.79397184,0.695552664004
66,1567043294.07989,8,20109211.1472699,30,-9790081.90977883,4368898.75497159,21854745.5069588,1,-0.00348339049020496,-2704513.91455504,-4260151.72318883,3887909.79397184,0.743530247524
66,1567043294.07989,21,19524527.4054009,29,-17314255.5123962,10156688.0334615,5225352.80163042,1,-0.00348339049020496,-2704513.91455504,-4260151.72318883,3887909.79397184,0.721937409561
66,1567043294.07989,27,22282265.9079374,26,-15329184.5487819,-7911139.52438811,23160153.8284709,1,-0.00348339049020496,-2704513.91455504,-4260151.72318883,3887909.79397184,1.5482576041
66,1567043294.07989,30,22760477.9919899,24,10114583.2219979,2323124.22817049,22835079.8434182,1,-0.00348339049020496,-2704513.91455504,-4260151.72318883,3887909.79397184,1.6960373824
66,1567043294.07989,106,36223489.8695925,28,-34627944.8357981,14846666.8546494,1716085.5045538,4,-0.00348339049020496,-2704513.91455504,-4260151.72318883,3887909.79397184,0.926893339009
66,1567043294.07989,108,35340651.3002168,28,-15019999.8894749,29828880.1517895,704482.023085223,4,-0.00348339049020496,-2704513.91455504,-4260151.72318883,3887909.79397184,0.729722560644
66,1567043294.07989,112,35818167.7414797,32,-15153693.3911527,13038094.9572998,33965046.652837,4,-0.00348339049020496,-2704513.91455504,-4260151.72318883,3887909.79397184,0.714275141904
66,1567043294.07989,113,37129056.0283488,27,-26044577.992623,20265310.0807105,-13745947.9156175,4,-0.00348339049020496,-2704513.91455504,-4260151.72318883,3887909.79397184,1.2236563161
66,1567043294.07989,115,36286965.4004193,34,1902287.90343355,18366015.8080002,33221490.5328287,4,-0.00348339049020496,-2704513.91455504,-4260151.72318883,3887909.79397184,0.774607693924
66,1567043294.07989,121,36884843.4377279,32,-8410701.43172283,28116212.5373484,-15028545.4723879,4,-0.00348339049020496,-2704513.91455504,-4260151.72318883,3887909.79397184,1.2273094656
66,1567043294.07989,132,20802293.8436337,39,-12389981.7747021,9110328.03111029,18195151.1739239,4,-0.00348339049020496,-2704513.91455504,-4260151.72318883,3887909.79397184,0.646261641216
66,1567043294.07989,133,24404544.5560446,32,-16099227.3905948,-11056432.2117147,24431476.6364268,4,-0.00348339049020496,-2704513.91455504,-4260151.72318883,3887909.79397184,2.0550656025
67,1567043295.07786,1,20523531.7691996,26,-13562605.8398171,12445656.8125244,-4369448.65203251,1,-0.00348288118944945,-2704513.30712412,-4260149.02458885,3887912.91310261,0.987900820624
67,1567043295.07786,4,22715705.379501,23,-3737748.09334183,12122312.6767432,-13289926.5597143,1,-0.00348288118944945,-2704513.30712412,-4260149.02458885,3887912.91310261,2.38208356
67,1567043295.07786,7,19938903.1136916,34,-1571557.31601783,10836790.7301877,18416781.8884504,1,-0.00348288118944945,-2704513.30712412,-4260149.02458885,3887912.91310261,0.6952891456
67,1567043295.07786,8,20109748.199965,31,-9791150.5717014,4366533.71221341,21855907.6860696,1,-0.00348288118944945,-2704513.30712412,-4260149.02458885,3887912.91310261,0.743381942416
67,1567043295.07786,21,19524561.8446801,30,-17314294.7508284,10156180.5294481,5228508.42697698,1,-0.00348288118944945,-2704513.30712412,-4260149.02458885,3887912.91310261,0.721663842064
67,1567043295.07786,27,22283011.9064993,27,-15330161.7998958,-7913745.99928111,23159726.5798608,1,-0.00348288118944945,-2704513.30712412,-4260149.02458885,3887912.91310261,1.5483820356
67,1567043295.07786,30,22759982.6820287,26,10112790.5659206,2325156.70477211,22834794.3006704,1,-0.00348288118944945,-2704513.30712412,-4260149.02458885,3887912.91310261,1.6953602436
67,1567043295.07786,106,36223647.408591,29,-34627941.7898976,14846670.7650384,1716090.53432882,4,-0.00348288118944945,-2704513.30712412,-4260149.02458885,3887912.91310261,0.926664217956
67,1567043295.07786,108,35340807.1392121,28,-15020001.7049076,29828880.657776,704551.30199685,4,-0.00348288118944945,-2704513.30712412,-4260149.02458885,3887912.91310261,0.729498767449
67,1567043295.07786,112,35818287.1995947,32,-15154782.9219151,13037871.6546848,33964678.4807332,4,-0.00348288118944945,-2704513.30712412,-4260149.02458885,3887912.91310261,0.714060490441
67,1567043295.07786,113,37128886.3646856,28,-26044262.1532042,20266824.2230918,-13743542.1033667,4,-0.00348288118944945,-2704513.30712412,-4260149.02458885,3887912.91310261,1.2232581201
67,1567043295.07786,115,36287106.3306633,35,1901380.48144363,18365356.0211622,33222121.4804453,4,-0.00348288118944945,-2704513.30712412,-4260149.02458885,3887912.91310261,0.774391200025
67,1567043295.07786,121,36885319.1052999,32,-8409627.87445919,28115473.3663857,-15030760.2201638,4,-0.00348288118944945,-2704513.30712412,-4260149.02458885,3887912.91310261,1.22722084
67,1567043295.07786,132,20802688.614198,39,-12390002.7623202,9108415.55956381,18197286.6557368,4,-0.00348288118944945,-2704513.30712412,-4260149.02458885,3887912.91310261,0.646076756521
67,1567043295.07786,133,24405276.8735356,32,-16099145.1732592,-11059049.8924551,24431374.5558937,4,-0.00348288118944945,-2704513.30712412,-4260149.02458885,3887912.91310261,2.0553523225
68,1567043296.08494,1,20523119.9777597,26,-13563233.3974709,12446067.1478082,-4366310.20951262,1,-0.00348236872837543,-2704512.47122842,-4260145.99963231,3887916.58131275,0.987489375625
68,1567043296.08494,4,22716402.9996585,25,-3738559.63593828,12120607.0864407,-13292254.7137596,1,-0.00348236872837543,-2704512.47122842,-4260145.99963231,3887916.58131275,2.3824539904
68,1567043296.08494,7,19938665.5392313,34,-1573063.49140213,10838280.2893184,18414783.0441871,1,-0.00348236872837543,-2704512.47122842,-4260145.99963231,3887916.58131275,0.695027344489
68,1567043296.08494,8,20110287.1546276,31,-9792219.19545322,4364168.91907535,21857069.949629,1,-0.00348236872837543,-2704512.47122842,-4260145.99963231,3887916.58131275,0.743237100544
68,1567043296.08494,21,19524596.8348341,30,-17314333.5543744,10155673.0262471,5231664.49228119,1,-0.00348236872837543,-2704512.47122842,-4260145.99963231,3887916.58131275,0.721393723801
68,1567043296.08494,27,22283756.4360337,27,-15331138.9570059,-7916352.0401662,23159299.3852177,1,-0.00348236872837543,-2704512.47122842,-4260145.99963231,3887916.58131275,1.5485064721
68,1567043296.08494,30,22759489.9313994,27,10110998.2711869,2327189.57248615,22834508.8268349,1,-0.00348236872837543,-2704512.47122842,-4260145.99963231,3887916.58131275,1.69468324
68,1567043296.08494,106,36223810.6286394,29,-34627938.513764,14846674.9947527,1716096.08415101,4,-0.00348236872837543,-2704512.47122842,-4260145.99963231,3887916.58131275,0.926438975289
68,1567043296.08494,108,35340958.1630923,28,-15020003.2902565,29828881.4833034,704621.106338803,4,-0.00348236872837543,-2704512.47122842,-4260145.99963231,3887916.58131275,0.729276716529
68,1567043296.08494,112,35818407.238638,33,-15155872.2562095,13037648.8318961,33964310.6590535,4,-0.00348236872837543,-2704512.47122842,-4260145.99963231,3887916.58131275,0.713847561025
68,1567043296.08494,113,37128720.4723029,28,-26043945.8644842,20268338.6406186,-13741135.6897176,4,-0.00348236872837543,-2704512.47122842,-4260145.99963231,3887916.58131275,1.2228821056
68,1567043296.08494,115,36287245.4469226,35,1900473.19330055,18364696.6886505,33222752.783244,4,-0.00348236872837543,-2704512.47122842,-4260145.99963231,3887916.58131275,0.774176496129
68,1567043296.08494,121,36885791.4411751,33,-8408554.19462579,28114734.3562069,-15032974.3578751,4,-0.00348236872837543,-2704512.47122842,-4260145.99963231,3887916.58131275,1.2271100625
68,1567043296.08494,132,20803084.0655873,41,-12390023.640882,9106503.16570944,18199422.3515469,4,-0.00348236872837543,-2704512.47122842,-4260145.99963231,3887916.58131275,0.645895112976
68,1567043296.08494,133,24406013.0417397,33,-16099062.9018879,-11061667.247125,24431272.5756865,4,-0.00348236872837543,-2704512.47122842,-4260145.99963231,3887916.58131275,2.0556677376
69,1567043297.07356,1,20522713.9832244,26,-13563860.4353094,12446477.7634608,-4363171.04815816,1,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,900.97826569
69,1567043297.07356,4,22717111.6014235,25,-3739371.1280484,12118901.8142541,-13294581.9598104,1,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,2.3828244496
69,1567043297.07356,7,19938428.3608789,34,-1574569.18525795,10839770.2920057,18412784.4341918,1,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,0.694767259729
69,1567043297.07356,8,20110827.0863363,30,-9793287.76695221,4361804.60436478,21858232.3689188,1,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,0.743092272784
69,1567043297.07356,21,19524640.2571222,30,-17314371.9090041,10155165.7526026,5234821.06869445,1,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,0.721125354481
69,1567043297.07356,27,22284498.0766097,27,-15332116.0060067,-7918957.41824573,23158872.3158522,1,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,1.5486060249
69,1567043297.07356,30,22759004.3724797,27,10109206.3519417,2329223.05997698,22834223.4932233,1,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,1.6940063716
69,1567043297.07356,106,36223970.58465,29,-34627934.9933185,14846679.7725399,1716102.22532231,4,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,0.926215684801
69,1567043297.07356,108,35341112.6720968,28,-15020004.6314427,29828882.8571196,704691.507410786,4,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,0.729056407104
69,1567043297.07356,109,37295956.001124,28,-39896485.3200863,4810578.02021388,1784860.76406128,4,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,1.32066064
69,1567043297.07356,112,35818527.6347672,33,-15156961.3799344,13037426.7176859,33963943.259101,4,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,0.7136363529
69,1567043297.07356,113,37128548.3046441,28,-26043629.1123803,20269853.5620576,-13738728.6033005,4,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,1.2224840356
69,1567043297.07356,115,36287385.5791782,35,1899566.05311135,18364038.0392328,33223384.512517,4,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,0.773963581504
69,1567043297.07356,121,36886263.3087529,32,-8407480.37817722,28113995.7355827,-15035187.814187,4,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,1.2270214441
69,1567043297.07356,132,20803478.583159,40,-12390044.396344,9104591.07832718,18201558.3326283,4,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,0.645713494969
69,1567043297.07356,133,24406745.8912426,33,-16098980.5624002,-11064284.0469797,24431170.7671064,4,-0.00348184394224283,-2704511.38055228,-4260142.44682957,3887920.83470856,2.0559831769
70,1567043298.06786,1,20522305.4079055,26,-13564487.104182,12446888.2688461,-4360031.57730549,1,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,900.97826569
70,1567043298.06786,4,22717819.190968,25,-3740182.72052967,12117196.4695726,-13296908.7072672,1,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,2.3831949376
70,1567043298.06786,7,19938191.3453434,34,-1576074.54838208,10841260.3475912,18410785.6491462,1,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,0.694510557129
70,1567043298.06786,8,20111361.4189915,30,-9794356.43701964,4359440.37749853,21859394.5345837,1,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,0.742950906916
70,1567043298.06786,21,19524677.8481634,30,-17314409.9655733,10154658.3178749,5237977.7469423,1,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,0.720858733156
70,1567043298.06786,27,22285242.0681959,27,-15333093.097654,-7921562.5240099,23158444.9624261,1,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,1.5487304704
70,1567043298.06786,30,22758522.5742154,28,10107414.6573984,2331256.77661803,22833937.8904805,1,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,1.6933296384
70,1567043298.06786,106,36224130.6947736,29,-34627931.3793654,14846684.7078017,1716108.54848582,4,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,0.925992421225
70,1567043298.06786,108,35341267.7718477,28,-15020005.8792705,29828884.3886263,704762.095856222,4,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,0.7288378384
70,1567043298.06786,109,37296118.4351339,28,-39896482.9824672,4810581.78171923,1784901.37616872,4,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,1.3206146724
70,1567043298.06786,112,35818647.7577575,33,-15158050.4438729,13037204.9214603,33963575.8715198,4,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,0.713428554609
70,1567043298.06786,113,37128379.3545705,28,-26043312.0477132,20271368.5967308,-13736321.2535612,4,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,1.2221081401
70,1567043298.06786,115,36287525.6354601,35,1898658.91008792,18363379.6823221,33224016.2589066,4,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,0.773754214689
70,1567043298.06786,121,36886736.3879513,32,-8406406.57594704,28113257.1139344,-15037400.9984319,4,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,1.2269328289
70,1567043298.06786,132,20803875.0743935,40,-12390065.179545,9102678.90688013,18203694.1895643,4,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,0.645535116304
70,1567043298.06786,133,24407474.8942767,33,-16098898.3056004,-11066900.682562,24431068.7207984,4,-0.00348131727341774,-2704510.1970832,-4260138.73466351,3887925.27209242,2.0562986404
71,1567043299.08566,1,20521895.739779,25,-13565113.4968837,12447298.6903191,-4356891.82024787,1,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,900.97826569
71,1567043299.08566,4,22718527.5520907,25,-3740994.5061681,12115491.0788679,-13299234.9792769,1,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,2.3835654544
71,1567043299.08566,7,19937954.2787826,34,-1577579.67353712,10842750.482421,18408786.6658784,1,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,0.6942555684
71,1567043299.08566,8,20111904.4026973,30,-9795425.29836843,4357076.26506165,21860556.4233344,1,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,0.742811278225
71,1567043299.08566,21,19524714.5941485,30,-17314447.8169014,10154150.7484613,5241134.50369421,1,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,0.720593858884
71,1567043299.08566,27,22285985.2059314,27,-15334070.3246972,-7924167.33101865,23158017.3017354,1,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,1.5488549209
71,1567043299.08566,30,22758041.8244474,29,10105623.094809,2333290.74878115,22833651.9953986,1,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,1.6926790609
71,1567043299.08566,106,36224289.9910299,29,-34627927.7646752,14846689.8269438,1716115.03043104,4,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,0.925773033241
71,1567043299.08566,108,35341420.8215389,28,-15020007.1265104,29828886.104229,704832.848464834,4,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,0.728622716836
71,1567043299.08566,109,37296274.5846725,28,-39896480.6440949,4810585.72714615,1784942.14669238,4,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,1.3205687056
71,1567043299.08566,112,35818767.7897386,33,-15159139.5407714,13036983.4696299,33963208.4731011,4,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,0.713220786576
71,1567043299.08566,113,37128209.9749047,28,-26042994.7632563,20272883.7710306,-13733913.6636934,4,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,1.2217323024
71,1567043299.08566,115,36287669.6488383,35,1897751.67149175,18362721.6443471,33224647.9991902,4,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,0.773546635225
71,1567043299.08566,121,36887211.9935722,32,-8405332.88073344,28112518.517687,-15039613.9337986,4,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,1.2268663696
71,1567043299.08566,132,20804270.4015141,40,-12390086.0832907,9100766.67779655,18205829.8991273,4,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,0.645359975649
71,1567043299.08566,133,24408211.1202745,32,-16098816.224262,-11069517.1273099,24430966.4135577,4,-0.00348078048259049,-2704509.01283364,-4260134.8384167,3887929.86949484,2.0566141281
72,1567043300.08685,1,20521489.0311073,25,-13565739.6054634,12447709.0419248,-4353751.72865392,1,-0.00348025660386086,-2704507.81983355,-4260130.74398986,3887934.67535675,900.97826569
72,1567043300.08685,4,22719234.2298658,25,-3741806.47702082,12113785.6562812,-13301560.727368,1,-0.00348025660386086,-2704507.81983355,-4260130.74398986,3887934.67535675,2.383936
72,1567043300.08685,7,19937717.5469521,34,-1579084.55274233,10844240.7105313,18406787.532872,1,-0.00348025660386086,-2704507.81983355,-4260130.74398986,3887934.67535675,0.694002292624
